0.696,0.21,4,-11.922,1,0.067,0.84,1.62e-06,0.107,0.717,93.543,4,1
0.668,0.906,11,-4.881,0,0.17,0.214,0.00229,0.135,0.507,135.653,4,1
0.653,0.966,9,-4.236,0,0.0598,0.00287,0.0026,0.143,0.874,126.921,4,1
0.318,0.879,2,-6.06,1,0.0506,8.66e-05,1.04e-06,0.0808,0.25,146.312,4,1
0.424,0.939,4,-6.162,0,0.0563,0.00134,0,0.193,0.645,151.25,4,1
0.768,0.809,9,-5.816,1,0.0289,0.0271,0.000633,0.0608,0.737,133.838,4,1
0.209,0.617,1,-8.07,1,0.0326,0.00604,0.349,0.144,0.116,171.04,4,1
0.453,0.543,0,-10.106,1,0.0366,0.297,0,0.0928,0.282,151.362,4,1
0.442,0.384,10,-14.635,1,0.0414,0.639,7.7e-05,0.0539,0.216,123.281,4,1
0.602,0.899,0,-4.441,1,0.0343,0.0866,1.42e-06,0.322,0.73,123.393,4,1
0.548,0.905,5,-7.237,1,0.0607,0.0381,3.37e-05,0.163,0.457,90.587,4,1
0.3,0.643,11,-6.164,0,0.0366,0.0063,1.81e-06,0.147,0.211,108.798,4,1
0.206,0.975,6,-3.459,0,0.13,0.0104,0,0.801,0.527,172.897,4,1
0.251,0.954,6,-2.879,1,0.0691,0.000674,0.000132,0.0975,0.264,191.059,4,1
0.539,0.519,3,-10.536,1,0.124,0.255,0.0034,0.0672,0.56,74.271,4,1
0.561,0.616,1,-9.69,0,0.195,0.318,4.47e-05,0.405,0.683,145.249,4,1
0.63,0.788,5,-6.7,1,0.0298,0.00322,0.0237,0.0883,0.63,120.059,4,1
0.451,0.951,1,-3.754,1,0.0645,0.00038,2.39e-06,0.261,0.442,162.065,4,1
0.56,0.644,7,-6.387,1,0.0291,0.00326,0.0129,0.0998,0.695,106.807,3,1
0.642,0.93,7,-4.41,1,0.0365,0.0456,0,0.321,0.943,118.894,4,1
0.714,0.988,7,-5.148,1,0.0797,0.0314,0,0.227,0.423,116.022,4,1
0.544,0.378,9,-8.607,0,0.0264,0.719,0.00035,0.105,0.149,91.078,4,1
0.716,0.499,9,-15.457,1,0.0354,0.0235,0.449,0.86,0.42,116.974,4,1
0.514,0.633,10,-12.02,1,0.0316,0.000484,0.00697,0.0536,0.9,160.2,4,1
0.623,0.74,9,-6.823,1,0.0273,0.0538,2.7e-06,0.306,0.654,122.908,4,1
0.364,0.973,2,-1.588,1,0.0466,0.0387,0.00851,0.0792,0.872,177.026,4,1
0.451,0.939,5,-2.82,0,0.0512,0.00673,4.85e-06,0.0774,0.448,93.416,4,1
0.592,0.647,11,-13.678,1,0.0316,0.0011,0.296,0.138,0.784,122.582,4,1
0.471,0.679,9,-8.213,0,0.032,0.303,1.78e-05,0.108,0.331,102.591,4,1
0.462,0.897,4,-7.168,1,0.0516,0.00214,0,0.254,0.671,157.948,4,1
0.538,0.666,1,-8.297,1,0.0265,0.0143,0.0413,0.689,0.388,101.86,4,1
0.702,0.539,2,-8.968,1,0.0277,0.000655,0.005,0.0618,0.752,107.531,4,1
0.51,0.76,0,-6.995,1,0.0411,0.148,0.0116,0.0706,0.55,118.829,4,1
0.325,0.967,8,-4.567,1,0.0976,0.00124,2e-06,0.157,0.454,178.097,4,1
0.799,0.696,7,-7.513,1,0.0859,0.0128,0.000333,0.331,0.62,95.637,4,1
0.41,0.53,2,-10.793,1,0.0342,0.126,2.36e-05,0.285,0.263,128.556,4,1
0.232,0.986,9,-1.896,0,0.0947,0.0325,0.000311,0.117,0.145,126.555,4,1
0.81,0.851,9,-8.147,1,0.263,0.312,0,0.0808,0.845,117.707,4,1
0.353,0.425,9,-8.42,1,0.035,0.344,0,0.121,0.356,114.566,3,1
0.525,0.9,2,-6.815,1,0.0545,0.00539,4.09e-05,0.14,0.883,151.274,4,1
0.914,0.56,7,-11.396,1,0.113,0.241,0.0213,0.217,0.87,101.017,4,1
0.468,0.607,9,-11.367,1,0.0336,0.072,0.000852,0.225,0.886,98.429,4,1
0.54,0.807,2,-6.964,1,0.0443,0.0673,0.21,0.117,0.298,129.106,4,1
0.405,0.881,2,-4.37,1,0.0327,0.00211,0.0084,0.386,0.24,84.572,4,1
0.68,0.665,0,-11.886,1,0.0355,0.0289,0.0289,0.659,0.862,129.9,4,1
0.419,0.773,1,-6.092,1,0.0367,0.000353,0.000467,0.199,0.474,110.723,4,1
0.633,0.809,1,-8.595,0,0.0282,0.103,0.611,0.0726,0.964,147.916,4,1
0.437,0.676,7,-5.607,1,0.0253,0.0104,0.00456,0.145,0.444,86.832,4,1
0.518,0.725,2,-8.854,1,0.0338,0.389,0.000192,0.0671,0.646,124.151,4,1
0.41,0.959,9,-4.563,1,0.0869,0.000324,0,0.0766,0.83,193.155,4,1
0.837,0.407,7,-12.416,0,0.0563,0.435,0.000487,0.174,0.922,105.013,4,1
0.429,0.793,2,-3.932,1,0.0353,0.0693,0,0.108,0.24,72.985,4,1
0.614,0.901,0,-4.906,1,0.0666,0.0267,1.94e-06,0.261,0.636,94.865,4,1
0.48,0.969,9,-7.464,1,0.0854,0.069,0.00022,0.0608,0.494,142.489,4,1
0.536,0.876,1,-2.95,1,0.0375,0.000403,0.000428,0.0787,0.568,112.984,4,1
0.611,0.791,9,-7.7,0,0.0286,0.326,0.862,0.217,0.856,140.12,4,1
0.516,0.965,3,-2.025,1,0.0529,0.00051,2.58e-06,0.121,0.563,123.953,4,1
0.606,0.794,0,-6.042,1,0.0282,0.157,0.0406,0.568,0.911,116.93,4,1
0.511,0.972,10,-3.751,1,0.0413,5.36e-06,0.00101,0.19,0.532,132.97,4,1
